runs,wickets,overs,runs_last_5,wickets_last_5,total_score
58,1,6,39,1,126
58,3,7,35,3,126
62,3,8,27,3,126
68,3,9,24,2,126
73,3,10,25,2,126
76,3,11,18,2,126
79,4,12,21,1,126
88,4,13,26,1,126
94,4,14,26,1,126
101,4,15,28,1,126
108,4,16,32,1,126
119,4,17,40,0,126
120,4,18,32,0,126
126,4,19,32,0,126
48,0,5,35,0,159
53,0,6,34,0,159
63,0,7,40,0,159
70,0,8,38,0,159
78,0,9,36,0,159
84,0,10,36,0,159
89,0,11,36,0,159
97,1,12,34,1,159
101,1,13,31,1,159
106,2,14,28,2,159
118,2,15,34,2,159
128,3,16,39,3,159
131,4,17,34,3,159
147,4,18,46,3,159
159,5,19,53,3,159
38,2,5,38,1,135
45,3,6,38,2,135
54,3,7,44,2,135
57,3,8,35,2,135
63,3,9,38,1,135
74,3,10,36,1,135
78,3,11,33,0,135
86,4,12,32,1,135
95,4,13,38,1,135
99,5,14,36,2,135
104,6,15,30,3,135
114,6,16,36,3,135
118,7,17,32,3,135
124,7,18,29,3,135
135,8,19,36,3,135
35,1,5,34,1,157
44,1,6,37,1,157
54,1,7,33,1,157
63,2,8,38,1,157
70,2,9,41,1,157
73,3,10,38,2,157
78,3,11,34,2,157
86,3,12,32,2,157
96,3,13,33,1,157
99,6,14,29,4,157
109,7,15,36,4,157
112,7,16,34,4,157
127,7,17,41,4,157
150,7,18,54,4,157
157,9,19,58,3,157
45,2,5,44,1,153
59,2,6,53,0,153
65,2,7,49,0,153
74,2,8,55,0,153
82,2,9,48,0,153
92,2,10,47,0,153
97,2,11,38,0,153
106,2,12,41,0,153
107,3,13,33,1,153
116,4,14,34,2,153
117,4,15,25,2,153
123,5,16,26,3,153
128,6,17,22,4,153
147,7,18,40,4,153
153,9,19,37,5,153
43,1,5,42,1,152
49,2,6,33,2,152
52,2,7,31,2,152
63,2,8,29,2,152
67,2,9,25,2,152
72,2,10,29,1,152
76,3,11,27,1,152
84,3,12,32,1,152
91,3,13,28,1,152
94,4,14,27,2,152
105,4,15,33,2,152
116,4,16,40,1,152
122,5,17,38,2,152
137,5,18,46,2,152
152,5,19,58,1,152
48,2,5,46,2,152
52,2,6,42,2,152
64,2,7,44,1,152
74,2,8,42,0,152
84,2,9,41,0,152
96,2,10,48,0,152
103,2,11,51,0,152
106,2,12,42,0,152
118,2,13,44,0,152
126,2,14,42,0,152
129,3,15,33,1,152
130,4,16,27,2,152
136,5,17,30,3,152
141,7,18,23,5,152
152,7,19,26,5,152
25,4,5,23,4,119
30,4,6,25,3,119
33,4,7,18,1,119
41,4,8,25,1,119
42,5,9,25,1,119
49,6,10,24,2,119
62,6,11,32,2,119
66,6,12,33,2,119
71,6,13,30,2,119
75,7,14,33,2,119
81,7,15,32,1,119
86,7,16,24,1,119
93,7,17,27,1,119
105,7,18,34,1,119
119,8,19,44,1,119
41,2,5,34,2,108
49,2,6,30,2,108
55,2,7,27,2,108
59,3,8,21,3,108
65,3,9,26,1,108
71,3,10,30,1,108
73,3,11,24,1,108
77,4,12,22,2,108
80,4,13,21,1,108
87,4,14,22,1,108
95,4,15,24,1,108
101,5,16,28,2,108
106,6,17,29,2,108
108,10,18,28,6,108
58,0,5,55,0,179
61,0,6,50,0,179
69,1,7,47,1,179
72,1,8,43,1,179
88,1,9,46,1,179
96,1,10,38,1,179
109,1,11,48,1,179
114,1,12,45,0,179
117,2,13,45,1,179
125,2,14,37,1,179
132,3,15,36,2,179
144,3,16,35,2,179
153,3,17,39,2,179
160,3,18,43,1,179
179,3,19,54,1,179
26,2,5,22,1,92
26,3,6,20,2,92
35,4,7,25,2,92
39,4,8,23,2,92
42,4,9,18,2,92
49,4,10,23,2,92
57,4,11,31,1,92
62,5,12,27,1,92
64,7,13,25,3,92
71,7,14,29,3,92
83,7,15,34,3,92
83,8,16,26,4,92
88,9,17,26,4,92
92,10,18,28,3,92
39,1,5,34,1,169
48,1,6,37,1,169
50,1,7,35,1,169
56,1,8,31,1,169
60,1,9,26,0,169
69,1,10,30,0,169
83,1,11,35,0,169
94,2,12,44,1,169
104,2,13,48,1,169
116,2,14,56,1,169
123,2,15,54,1,169
131,2,16,48,1,169
150,2,17,56,0,169
160,2,18,56,0,169
169,4,19,53,2,169
32,4,5,23,4,83
35,4,6,22,2,83
43,4,7,21,2,83
49,4,8,23,2,83
58,4,9,28,1,83
62,5,10,30,1,83
67,5,11,32,1,83
71,6,12,28,2,83
73,7,13,24,3,83
80,7,14,22,3,83
82,8,15,20,3,83
83,9,16,16,4,83
83,10,17,12,4,83
36,1,5,34,1,123
42,1,6,36,1,123
45,1,7,29,0,123
48,3,8,31,2,123
55,3,9,26,2,123
69,3,10,33,2,123
76,3,11,34,2,123
79,3,12,34,2,123
88,3,13,40,0,123
92,4,14,37,1,123
102,4,15,33,1,123
105,5,16,29,2,123
115,8,17,36,5,123
117,9,18,29,6,123
123,9,19,31,5,123
33,1,5,33,0,127
43,1,6,35,0,127
48,2,7,37,1,127
50,2,8,34,1,127
56,2,9,31,1,127
66,2,10,33,1,127
70,3,11,27,2,127
75,3,12,27,1,127
82,3,13,32,1,127
87,3,14,31,1,127
97,4,15,31,2,127
99,5,16,29,2,127
106,5,17,31,2,127
127,5,18,45,2,127
47,1,5,36,1,119
49,2,6,29,2,119
55,4,7,28,4,119
57,4,8,24,4,119
65,4,9,21,4,119
68,4,10,21,3,119
73,4,11,24,2,119
82,5,12,27,1,119
89,5,13,32,1,119
89,6,14,24,2,119
91,8,15,23,4,119
100,8,16,27,4,119
107,9,17,25,4,119
115,9,18,26,4,119
119,9,19,30,3,119
27,1,5,20,1,124
30,1,6,18,1,124
37,2,7,20,2,124
40,3,8,18,3,124
48,3,9,22,2,124
53,3,10,26,2,124
56,4,11,26,3,124
60,4,12,23,2,124
66,4,13,26,1,124
70,4,14,22,1,124
80,5,15,27,2,124
93,6,16,37,2,124
103,6,17,43,2,124
118,6,18,52,2,124
124,6,19,54,2,124
31,2,5,26,2,117
34,2,6,24,2,117
47,2,7,37,1,117
60,2,8,46,1,117
66,3,9,41,2,117
70,3,10,39,1,117
74,3,11,40,1,117
81,3,12,34,1,117
90,3,13,30,1,117
101,4,14,35,1,117
108,5,15,38,2,117
110,7,16,36,4,117
112,8,17,31,5,117
114,9,18,24,6,117
117,10,19,16,6,117
48,0,5,44,0,123
53,1,6,40,1,123
58,2,7,37,2,123
64,3,8,33,3,123
67,3,9,21,3,123
78,3,10,30,3,123
82,3,11,29,2,123
85,3,12,27,1,123
90,3,13,26,0,123
98,3,14,31,0,123
102,3,15,24,0,123
108,3,16,26,0,123
123,3,17,38,0,123
24,2,5,22,2,161
35,2,6,29,2,161
43,2,7,36,2,161
53,2,8,41,1,161
57,2,9,35,1,161
70,2,10,46,0,161
74,2,11,39,0,161
87,2,12,44,0,161
95,2,13,42,0,161
107,2,14,50,0,161
118,2,15,48,0,161
120,3,16,46,1,161
135,3,17,48,1,161
149,4,18,54,2,161
161,4,19,54,2,161
60,0,5,58,0,165
70,0,6,60,0,165
80,0,7,63,0,165
88,0,8,54,0,165
102,0,9,51,0,165
109,0,10,49,0,165
114,0,11,44,0,165
126,0,12,46,0,165
133,0,13,45,0,165
144,0,14,42,0,165
152,1,15,43,1,165
165,1,16,51,1,165
48,0,5,39,0,185
57,0,6,37,0,185
61,0,7,33,0,185
68,0,8,31,0,185
77,0,9,30,0,185
83,1,10,35,1,185
91,1,11,34,1,185
103,1,12,42,1,185
116,1,13,48,1,185
124,1,14,47,1,185
128,2,15,45,1,185
142,2,16,51,1,185
159,3,17,56,2,185
179,3,18,63,2,185
185,4,19,61,3,185
55,2,5,50,1,186
59,3,6,44,1,186
65,3,7,39,1,186
72,3,8,36,1,186
83,3,9,39,1,186
90,3,10,35,1,186
102,3,11,43,0,186
111,3,12,46,0,186
121,3,13,49,0,186
129,3,14,46,0,186
141,3,15,51,0,186
149,3,16,47,0,186
157,3,17,46,0,186
170,3,18,49,0,186
186,3,19,57,0,186
55,0,5,50,0,185
71,0,6,61,0,185
74,1,7,50,1,185
82,1,8,50,1,185
88,2,9,40,2,185
98,2,10,43,2,185
103,2,11,32,2,185
112,2,12,38,1,185
120,3,13,38,2,185
131,3,14,43,1,185
138,3,15,40,1,185
156,3,16,53,1,185
168,4,17,56,2,185
175,4,18,55,1,185
185,4,19,54,1,185
58,1,5,54,1,186
61,1,6,46,1,186
70,1,7,46,0,186
81,1,8,43,0,186
92,1,9,47,0,186
103,1,10,45,0,186
109,1,11,48,0,186
114,2,12,44,1,186
128,2,13,47,1,186
140,2,14,48,1,186
154,2,15,51,1,186
157,4,16,48,3,186
169,4,17,55,2,186
175,5,18,47,3,186
186,5,19,46,3,186
62,0,5,59,0,263
80,0,6,56,0,263
109,0,7,81,0,263
124,0,8,91,0,263
128,0,9,67,0,263
140,0,10,78,0,263
151,0,11,71,0,263
161,0,12,52,0,263
168,1,13,44,1,263
196,1,14,68,1,263
201,1,15,61,1,263
219,2,16,68,2,263
234,2,17,73,2,263
253,3,18,85,2,263
263,5,19,67,4,263
43,4,5,34,3,133
46,4,6,35,3,133
61,4,7,42,3,133
68,4,8,41,3,133
76,4,9,39,2,133
85,4,10,42,0,133
93,4,11,47,0,133
100,4,12,39,0,133
101,5,13,33,1,133
111,5,14,35,1,133
119,5,15,34,1,133
124,6,16,31,2,133
126,6,17,26,2,133
128,7,18,27,2,133
133,9,19,22,4,133
53,0,5,44,0,171
56,0,6,39,0,171
63,1,7,39,1,171
68,1,8,34,1,171
76,1,9,40,1,171
81,1,10,28,1,171
86,2,11,30,2,171
88,2,12,25,1,171
97,2,13,29,1,171
103,2,14,27,1,171
119,2,15,38,1,171
130,3,16,44,1,171
148,3,17,60,1,171
165,3,18,68,1,171
171,4,19,68,2,171
21,3,5,20,3,164
28,3,6,23,3,164
38,3,7,26,2,164
42,3,8,30,0,164
57,3,9,43,0,164
61,4,10,40,1,164
66,4,11,38,1,164
72,4,12,34,1,164
86,4,13,44,1,164
100,4,14,43,1,164
111,4,15,50,0,164
122,5,16,56,1,164
131,5,17,59,1,164
150,5,18,64,1,164
164,7,19,64,3,164
61,1,5,35,1,159
65,1,6,29,0,159
68,2,7,22,1,159
74,2,8,26,1,159
81,2,9,27,1,159
88,2,10,27,1,159
93,3,11,28,2,159
102,3,12,34,1,159
111,3,13,37,1,159
112,3,14,31,1,159
125,3,15,37,1,159
133,3,16,40,0,159
146,4,17,44,1,159
156,4,18,45,1,159
159,6,19,47,3,159
42,1,5,37,1,162
51,1,6,45,1,162
65,2,7,52,2,162
75,2,8,47,2,162
79,2,9,49,1,162
82,3,10,40,2,162
90,3,11,39,2,162
104,3,12,39,1,162
112,3,13,37,1,162
116,3,14,37,1,162
124,3,15,42,0,162
132,4,16,42,1,162
142,4,17,38,1,162
150,4,18,38,1,162
162,5,19,46,2,162
40,3,5,34,2,159
49,3,6,37,1,159
53,3,7,40,1,159
57,3,8,29,1,159
62,4,9,25,1,159
67,4,10,27,1,159
77,4,11,28,1,159
82,4,12,29,1,159
88,4,13,31,1,159
96,4,14,34,0,159
100,5,15,33,1,159
115,5,16,38,1,159
126,6,17,44,2,159
143,6,18,55,2,159
159,6,19,63,2,159
58,0,5,54,0,160
60,0,6,43,0,160
68,1,7,41,1,160
75,1,8,33,1,160
76,2,9,30,2,160
84,2,10,26,2,160
86,2,11,26,2,160
98,2,12,30,1,160
103,3,13,28,2,160
114,3,14,38,1,160
114,3,15,30,1,160
128,3,16,42,1,160
132,4,17,34,2,160
145,5,18,42,2,160
160,5,19,46,2,160
45,0,5,40,0,149
50,1,6,45,1,149
60,1,7,45,1,149
64,1,8,41,1,149
72,2,9,39,2,149
76,2,10,31,2,149
85,2,11,35,1,149
98,3,12,38,2,149
103,3,13,39,2,149
111,4,14,39,2,149
120,4,15,44,2,149
126,4,16,41,2,149
129,5,17,31,2,149
131,6,18,28,3,149
149,6,19,38,2,149
45,2,5,36,2,150
52,2,6,38,0,150
55,2,7,39,0,150
66,2,8,38,0,150
75,2,9,39,0,150
76,3,10,31,1,150
87,3,11,35,1,150
101,3,12,46,1,150
106,3,13,40,1,150
118,3,14,43,1,150
127,3,15,51,0,150
135,3,16,48,0,150
148,4,17,47,1,150
150,4,18,44,1,150
29,5,5,27,4,144
38,6,6,31,3,144
46,6,7,32,3,144
57,6,8,42,2,144
64,6,9,45,1,144
70,6,10,41,1,144
74,6,11,36,0,144
83,6,12,37,0,144
87,6,13,30,0,144
92,7,14,28,1,144
99,7,15,29,1,144
108,7,16,34,1,144
118,8,17,35,2,144
127,9,18,40,3,144
144,9,19,52,2,144
30,1,5,29,1,146
40,1,6,33,1,146
42,1,7,35,0,146
45,1,8,32,0,146
53,1,9,32,0,146
70,1,10,40,0,146
78,1,11,38,0,146
82,2,12,40,1,146
89,2,13,44,1,146
109,2,14,56,1,146
124,2,15,54,1,146
130,2,16,52,1,146
146,2,17,64,0,146
52,1,5,45,1,194
59,1,6,47,1,194
67,1,7,39,1,194
86,1,8,55,0,194
97,1,9,59,0,194
106,2,10,54,1,194
110,2,11,51,1,194
119,3,12,52,2,194
125,3,13,39,2,194
143,3,14,46,2,194
151,3,15,45,1,194
168,3,16,58,1,194
170,6,17,51,3,194
186,6,18,61,3,194
194,7,19,51,4,194
35,1,5,30,1,136
38,2,6,28,2,136
44,4,7,22,4,136
56,4,8,31,4,136
66,4,9,32,4,136
69,5,10,34,4,136
78,5,11,40,3,136
81,5,12,37,1,136
89,7,13,33,3,136
94,7,14,28,3,136
102,7,15,33,2,136
108,7,16,30,2,136
110,7,17,29,2,136
124,7,18,35,0,136
136,7,19,42,0,136
67,0,5,61,0,200
72,0,6,61,0,200
86,0,7,61,0,200
96,0,8,56,0,200
103,0,9,54,0,200
106,1,10,39,1,200
114,1,11,42,1,200
127,1,12,41,1,200
139,1,13,43,1,200
151,1,14,48,1,200
158,2,15,52,1,200
168,2,16,54,1,200
179,2,17,52,1,200
188,2,18,49,1,200
200,3,19,49,2,200
63,2,5,45,2,186
67,2,6,43,2,186
72,2,7,40,1,186
76,2,8,43,1,186
85,2,9,34,1,186
94,2,10,31,0,186
99,2,11,32,0,186
107,3,12,35,1,186
119,3,13,43,1,186
126,3,14,41,1,186
138,3,15,44,1,186
151,3,16,52,1,186
172,3,17,65,0,186
182,4,18,63,1,186
186,4,19,60,1,186
37,1,5,34,1,164
46,1,6,38,1,164
62,1,7,45,1,164
67,1,8,47,1,164
68,2,9,44,1,164
70,3,10,33,2,164
80,3,11,34,2,164
92,3,12,30,2,164
97,4,13,30,3,164
101,4,14,33,2,164
111,4,15,41,1,164
124,4,16,44,1,164
130,4,17,38,1,164
151,4,18,54,0,164
164,5,19,63,1,164
43,0,5,43,0,149
58,0,6,48,0,149
65,0,7,47,0,149
71,0,8,46,0,149
75,0,9,38,0,149
78,2,10,35,2,149
85,2,11,27,2,149
96,2,12,31,2,149
104,2,13,33,2,149
110,2,14,35,2,149
119,2,15,41,0,149
128,2,16,43,0,149
130,4,17,34,2,149
137,4,18,33,2,149
149,4,19,39,2,149
55,1,5,42,1,171
61,1,6,39,1,171
66,2,7,27,2,171
70,2,8,26,1,171
75,2,9,26,1,171
91,2,10,36,1,171
99,2,11,38,1,171
99,3,12,33,1,171
112,3,13,42,1,171
116,3,14,41,1,171
123,4,15,32,2,171
137,4,16,38,2,171
144,4,17,45,1,171
149,6,18,37,3,171
171,6,19,55,3,171
45,1,5,37,1,173
48,2,6,27,2,173
63,2,7,42,1,173
73,2,8,41,1,173
80,2,9,44,1,173
85,2,10,40,1,173
95,2,11,47,0,173
105,2,12,42,0,173
115,2,13,42,0,173
120,3,14,40,1,173
130,3,15,45,1,173
142,3,16,47,1,173
159,3,17,54,1,173
166,4,18,51,2,173
173,6,19,53,3,173
36,1,5,34,1,174
39,1,6,29,1,174
44,2,7,31,1,174
48,2,8,32,1,174
59,2,9,31,1,174
65,2,10,29,1,174
80,2,11,41,1,174
93,3,12,49,1,174
98,3,13,50,1,174
102,3,14,43,1,174
114,3,15,49,1,174
128,3,16,48,1,174
139,3,17,46,0,174
147,3,18,49,0,174
174,3,19,72,0,174
55,2,5,48,2,170
60,3,6,48,2,170
67,3,7,50,1,170
77,4,8,54,2,170
80,5,9,42,3,170
91,5,10,36,3,170
95,5,11,35,2,170
110,5,12,43,2,170
111,7,13,34,3,170
118,7,14,38,2,170
129,7,15,38,2,170
138,8,16,43,3,170
149,9,17,39,4,170
158,9,18,47,2,170
170,10,19,52,3,170
29,2,5,23,2,164
34,2,6,28,2,164
41,2,7,34,1,164
46,2,8,36,1,164
55,2,9,29,1,164
61,2,10,32,0,164
68,2,11,34,0,164
81,2,12,40,0,164
93,2,13,47,0,164
102,2,14,47,0,164
114,3,15,53,1,164
121,3,16,53,1,164
138,3,17,57,1,164
150,3,18,57,1,164
164,3,19,62,1,164
46,4,5,37,4,127
50,4,6,29,4,127
55,5,7,29,3,127
61,5,8,24,2,127
68,6,9,25,2,127
72,6,10,26,2,127
74,6,11,24,2,127
79,6,12,24,1,127
92,6,13,31,1,127
93,7,14,25,1,127
96,7,15,24,1,127
110,7,16,36,1,127
114,7,17,35,1,127
121,8,18,29,2,127
127,9,19,34,2,127
41,2,5,35,2,129
42,2,6,32,2,129
49,2,7,30,2,129
53,2,8,22,2,129
60,2,9,28,0,129
69,2,10,28,0,129
74,2,11,32,0,129
80,4,12,31,2,129
84,4,13,31,2,129
89,4,14,29,2,129
95,4,15,26,2,129
100,4,16,26,2,129
108,4,17,28,0,129
113,4,18,29,0,129
129,4,19,40,0,129
36,1,5,30,1,130
43,1,6,27,1,130
53,2,7,34,1,130
56,2,8,36,1,130
61,2,9,36,1,130
64,2,10,28,1,130
79,2,11,36,1,130
84,2,12,31,0,130
94,2,13,38,0,130
106,2,14,45,0,130
119,2,15,55,0,130
127,2,16,48,0,130
130,3,17,46,1,130
37,3,5,32,2,136
42,3,6,27,2,136
49,4,7,32,2,136
50,5,8,30,3,136
50,5,9,21,3,136
54,5,10,17,2,136
60,5,11,18,2,136
65,5,12,16,1,136
76,5,13,26,0,136
83,5,14,33,0,136
91,6,15,37,1,136
106,6,16,46,1,136
110,6,17,45,1,136
120,7,18,44,2,136
136,7,19,53,2,136
34,2,5,31,2,137
38,2,6,26,2,137
49,2,7,30,2,137
50,2,8,23,1,137
56,2,9,24,0,137
63,2,10,29,0,137
78,2,11,40,0,137
85,2,12,36,0,137
96,2,13,46,0,137
100,2,14,44,0,137
114,2,15,51,0,137
126,3,16,48,1,137
137,3,17,52,1,137
36,1,5,33,1,186
44,1,6,34,1,186
49,1,7,27,1,186
55,1,8,28,0,186
69,1,9,37,0,186
82,1,10,46,0,186
91,2,11,47,1,186
99,3,12,50,2,186
107,3,13,52,2,186
116,3,14,47,2,186
132,3,15,50,2,186
150,3,16,59,1,186
161,3,17,62,0,186
174,4,18,67,1,186
186,4,19,70,1,186
36,2,5,28,2,171
43,2,6,30,1,171
53,2,7,37,1,171
57,2,8,34,1,171
65,2,9,38,1,171
73,3,10,37,1,171
92,3,11,49,1,171
103,3,12,50,1,171
112,3,13,55,1,171
122,3,14,57,1,171
133,3,15,60,0,171
145,3,16,53,0,171
157,3,17,54,0,171
168,3,18,56,0,171
171,6,19,49,3,171
30,0,5,22,0,187
40,1,6,31,1,187
46,1,7,31,1,187
59,1,8,39,1,187
75,1,9,52,1,187
90,1,10,60,1,187
96,1,11,56,0,187
99,2,12,53,1,187
111,2,13,52,1,187
119,2,14,44,1,187
130,3,15,40,2,187
142,3,16,46,2,187
154,3,17,55,1,187
161,3,18,50,1,187
187,3,19,68,1,187
39,1,5,35,1,170
46,2,6,34,2,170
49,2,7,29,1,170
68,2,8,43,1,170
77,2,9,42,1,170
82,4,10,43,3,170
85,4,11,39,2,170
98,4,12,49,2,170
112,4,13,44,2,170
122,4,14,45,2,170
143,4,15,61,0,170
152,5,16,67,1,170
160,7,17,62,3,170
164,8,18,52,4,170
170,9,19,48,5,170
34,2,5,29,2,132
39,2,6,31,2,132
47,2,7,27,2,132
62,2,8,36,1,132
71,2,9,43,0,132
75,3,10,41,1,132
79,3,11,40,1,132
90,4,12,43,2,132
97,4,13,35,2,132
102,4,14,31,2,132
108,4,15,33,1,132
115,4,16,36,1,132
119,5,17,29,1,132
123,5,18,26,1,132
132,6,19,30,2,132
48,1,5,40,1,133
55,1,6,40,1,133
65,2,7,40,2,133
75,2,8,40,2,133
82,2,9,42,2,133
90,2,10,42,1,133
100,2,11,45,1,133
102,2,12,37,0,133
111,2,13,36,0,133
114,2,14,32,0,133
121,2,15,31,0,133
129,2,16,29,0,133
133,2,17,31,0,133
26,1,5,22,1,80
32,1,6,28,1,80
34,2,7,22,2,80
38,2,8,18,1,80
43,2,9,20,1,80
52,3,10,26,2,80
56,4,11,24,3,80
61,5,12,27,3,80
66,5,13,28,3,80
70,6,14,27,4,80
72,6,15,20,3,80
74,7,16,18,3,80
78,8,17,17,3,80
80,9,18,14,4,80
80,10,19,10,4,80
41,2,5,35,2,81
43,3,6,26,3,81
46,3,7,23,3,81
52,3,8,22,3,81
55,3,9,22,2,81
59,3,10,18,1,81
64,4,11,21,1,81
72,4,12,26,1,81
81,4,13,29,1,81
31,1,5,24,1,174
37,1,6,25,1,174
40,1,7,25,1,174
49,1,8,27,1,174
52,1,9,26,0,174
58,1,10,27,0,174
69,1,11,32,0,174
79,1,12,39,0,174
89,1,13,40,0,174
111,1,14,59,0,174
126,1,15,68,0,174
130,1,16,61,0,174
150,1,17,71,0,174
164,3,18,75,2,174
174,5,19,63,4,174
46,1,5,39,1,176
51,1,6,32,1,176
61,1,7,37,0,176
76,1,8,49,0,176
79,1,9,46,0,176
90,1,10,44,0,176
99,1,11,48,0,176
111,1,12,50,0,176
123,1,13,47,0,176
140,1,14,61,0,176
148,2,15,58,1,176
162,3,16,63,2,176
172,3,17,61,2,176
176,3,18,53,2,176
32,0,5,28,0,139
41,1,6,36,1,139
43,2,7,32,2,139
45,2,8,30,2,139
47,3,9,26,3,139
52,3,10,20,3,139
66,4,11,25,3,139
75,4,12,32,2,139
78,4,13,33,2,139
82,4,14,35,1,139
90,5,15,38,2,139
99,5,16,33,1,139
112,5,17,37,1,139
120,5,18,42,1,139
139,5,19,57,1,139
32,4,5,26,4,79
34,5,6,25,5,79
36,5,7,26,2,79
40,5,8,22,1,79
48,6,9,27,2,79
52,6,10,20,2,79
54,7,11,20,2,79
55,9,12,19,4,79
75,9,13,35,4,79
78,9,14,30,3,79
79,10,15,27,4,79
61,0,5,52,0,178
66,0,6,50,0,178
74,0,7,44,0,178
80,0,8,37,0,178
92,0,9,42,0,178
97,1,10,36,1,178
102,1,11,36,1,178
113,1,12,39,1,178
124,2,13,44,2,178
125,2,14,33,2,178
133,3,15,36,2,178
142,3,16,40,2,178
151,3,17,38,2,178
165,3,18,41,1,178
178,4,19,53,2,178
53,0,5,44,0,182
63,0,6,52,0,182
72,0,7,53,0,182
76,0,8,43,0,182
84,0,9,44,0,182
94,0,10,41,0,182
99,1,11,36,1,182
106,1,12,34,1,182
127,1,13,51,1,182
128,2,14,44,2,182
136,3,15,42,3,182
150,3,16,51,2,182
161,4,17,55,3,182
174,4,18,47,3,182
182,5,19,54,3,182
40,1,5,33,1,161
45,1,6,33,1,161
50,2,7,33,1,161
56,2,8,31,1,161
62,2,9,30,1,161
64,3,10,24,2,161
67,3,11,22,2,161
80,3,12,30,1,161
84,3,13,28,1,161
98,3,14,36,1,161
116,3,15,52,0,161
135,3,16,68,0,161
144,4,17,64,1,161
155,5,18,71,2,161
161,6,19,63,3,161
47,1,5,35,1,162
48,2,6,32,2,162
50,2,7,28,2,162
61,2,8,37,2,162
69,2,9,30,2,162
82,2,10,35,1,162
96,3,11,48,1,162
101,3,12,51,1,162
112,3,13,51,1,162
117,3,14,48,1,162
138,3,15,56,1,162
154,3,16,58,0,162
162,3,17,61,0,162
42,2,5,31,2,154
46,2,6,25,1,154
48,3,7,26,1,154
53,3,8,29,1,154
55,3,9,14,1,154
70,3,10,28,1,154
78,4,11,32,2,154
84,4,12,36,1,154
93,4,13,40,1,154
101,4,14,46,1,154
104,4,15,34,1,154
116,4,16,38,0,154
128,4,17,44,0,154
140,4,18,47,0,154
154,4,19,53,0,154
49,0,5,49,0,155
55,0,6,48,0,155
61,0,7,43,0,155
68,0,8,41,0,155
77,0,9,41,0,155
85,0,10,36,0,155
97,0,11,42,0,155
105,0,12,44,0,155
113,1,13,45,1,155
126,1,14,49,1,155
133,1,15,48,1,155
150,1,16,53,1,155
155,1,17,50,1,155
41,0,5,41,0,170
50,0,6,39,0,170
59,0,7,46,0,170
63,0,8,30,0,170
69,0,9,31,0,170
77,0,10,36,0,170
84,0,11,34,0,170
93,1,12,34,1,170
101,2,13,38,2,170
106,2,14,37,2,170
119,2,15,42,2,170
130,2,16,46,2,170
135,5,17,42,4,170
145,6,18,44,4,170
170,6,19,64,4,170
38,1,5,36,0,105
46,2,6,34,1,105
52,2,7,30,1,105
55,3,8,26,2,105
62,4,9,32,3,105
68,4,10,30,3,105
77,4,11,31,2,105
79,5,12,27,3,105
89,6,13,34,3,105
92,7,14,30,3,105
97,8,15,29,4,105
100,8,16,23,4,105
104,9,17,25,4,105
105,10,18,16,4,105
50,1,5,50,1,223
55,1,6,44,1,223
65,1,7,52,1,223
79,1,8,53,1,223
91,1,9,47,1,223
104,1,10,54,0,223
111,1,11,56,0,223
116,1,12,51,0,223
124,1,13,45,0,223
136,1,14,45,0,223
152,1,15,48,0,223
177,1,16,66,0,223
193,3,17,77,2,223
203,3,18,79,2,223
223,3,19,87,2,223
49,2,5,45,2,146
52,2,6,41,1,146
56,3,7,32,2,146
64,5,8,35,4,146
75,5,9,29,4,146
87,5,10,38,3,146
91,5,11,39,3,146
100,6,12,44,3,146
104,6,13,40,1,146
109,6,14,34,1,146
111,7,15,24,2,146
115,7,16,24,2,146
127,7,17,27,1,146
134,7,18,30,1,146
146,8,19,37,2,146
37,1,5,36,0,145
51,1,6,45,0,145
58,1,7,47,0,145
65,1,8,41,0,145
74,1,9,46,0,145
85,1,10,48,0,145
93,1,11,42,0,145
100,1,12,42,0,145
104,2,13,39,1,145
107,3,14,33,2,145
120,3,15,35,2,145
127,3,16,34,2,145
134,3,17,34,2,145
137,5,18,33,3,145
145,6,19,38,3,145
38,1,5,34,1,147
47,1,6,41,0,147
55,1,7,43,0,147
65,1,8,45,0,147
73,2,9,42,1,147
82,2,10,44,1,147
92,2,11,45,1,147
95,2,12,40,1,147
98,2,13,33,1,147
105,2,14,32,0,147
117,2,15,35,0,147
130,2,16,38,0,147
135,2,17,40,0,147
147,2,18,49,0,147
50,1,5,46,1,152
52,2,6,35,2,152
54,2,7,26,2,152
60,2,8,25,2,152
66,2,9,22,2,152
73,2,10,23,1,152
75,3,11,23,1,152
85,3,12,31,1,152
90,4,13,30,2,152
96,4,14,30,2,152
99,5,15,26,3,152
116,5,16,41,2,152
126,5,17,41,2,152
137,6,18,47,2,152
152,6,19,56,2,152
34,2,5,25,2,106
39,2,6,20,2,106
41,3,7,19,2,106
44,3,8,19,1,106
49,3,9,20,1,106
53,4,10,19,2,106
58,4,11,19,2,106
69,4,12,28,1,106
78,5,13,34,2,106
80,5,14,31,2,106
95,5,15,42,1,106
98,6,16,40,2,106
103,7,17,34,3,106
105,8,18,27,3,106
106,10,19,26,5,106
40,2,5,39,2,183
48,2,6,42,1,183
55,2,7,39,1,183
65,2,8,42,1,183
74,2,9,42,0,183
79,2,10,39,0,183
83,2,11,35,0,183
89,2,12,34,0,183
92,3,13,27,1,183
99,3,14,25,1,183
106,3,15,27,1,183
124,3,16,41,1,183
148,3,17,59,1,183
160,3,18,68,0,183
183,4,19,84,1,183
49,2,5,42,2,179
